onset	duration	sample	value	event_code
0	n/a	0	break cnt	break cnt
1.782	n/a	891	resting_start	90
44.01	n/a	22005	instructed_toOpenEyes	20
64.01	n/a	32005	instructed_toCloseEyes	30
104.008	n/a	52004	instructed_toOpenEyes	20
124.008	n/a	62004	instructed_toCloseEyes	30
164.006	n/a	82003	instructed_toOpenEyes	20
184.006	n/a	92003	instructed_toCloseEyes	30
224.006	n/a	112003	instructed_toOpenEyes	20
244.006	n/a	122003	instructed_toCloseEyes	30
284.004	n/a	142002	instructed_toOpenEyes	20
304.004	n/a	152002	instructed_toCloseEyes	30
344.004	n/a	172002	instructed_toOpenEyes	20
348.571	n/a	174285.5	boundary	boundary
