onset	duration	sample	value	event_code	background	foreground_contrast	stimulus_cond
0	n/a	0	break cnt	break cnt	n/a	n/a	n/a
140.19	n/a	70095	surroundSuppB1_start	93	n/a	n/a	n/a
141.874	n/a	70937	fixpoint_ON	4	n/a	n/a	n/a
142.498	2.4	71249	stim_ON	8	1	0	2
146.46	n/a	73230	fixpoint_ON	4	n/a	n/a	n/a
146.976	2.4	73488	stim_ON	8	1	0.3	3
150.912	n/a	75456	fixpoint_ON	4	n/a	n/a	n/a
151.426	2.4	75713	stim_ON	8	1	0.6	1
155.36	n/a	77680	fixpoint_ON	4	n/a	n/a	n/a
155.876	2.4	77938	stim_ON	8	1	1	2
159.804	n/a	79902	fixpoint_ON	4	n/a	n/a	n/a
160.318	2.4	80159	stim_ON	8	1	0	3
164.256	n/a	82128	fixpoint_ON	4	n/a	n/a	n/a
164.77	2.4	82385	stim_ON	8	1	0.3	2
168.716	n/a	84358	fixpoint_ON	4	n/a	n/a	n/a
169.23	2.4	84615	stim_ON	8	1	0.6	1
173.152	n/a	86576	fixpoint_ON	4	n/a	n/a	n/a
173.67	2.4	86835	stim_ON	8	1	1	3
177.644	n/a	88822	fixpoint_ON	4	n/a	n/a	n/a
178.156	2.4	89078	stim_ON	8	1	0	2
182.092	n/a	91046	fixpoint_ON	4	n/a	n/a	n/a
182.606	2.4	91303	stim_ON	8	1	0.3	3
186.586	n/a	93293	fixpoint_ON	4	n/a	n/a	n/a
187.098	2.4	93549	stim_ON	8	1	0.6	1
191.038	n/a	95519	fixpoint_ON	4	n/a	n/a	n/a
191.55	2.4	95775	stim_ON	8	1	1	2
195.532	n/a	97766	fixpoint_ON	4	n/a	n/a	n/a
196.046	2.4	98023	stim_ON	8	0	0	3
199.984	n/a	99992	fixpoint_ON	4	n/a	n/a	n/a
200.498	2.4	100249	stim_ON	8	0	0.3	1
204.49	n/a	102245	fixpoint_ON	4	n/a	n/a	n/a
205.004	2.4	102502	stim_ON	8	0	0.6	2
208.936	n/a	104468	fixpoint_ON	4	n/a	n/a	n/a
209.45	2.4	104725	stim_ON	8	0	1	3
213.454	n/a	106727	fixpoint_ON	4	n/a	n/a	n/a
213.968	2.4	106984	stim_ON	8	1	1	1
217.902	n/a	108951	fixpoint_ON	4	n/a	n/a	n/a
218.416	2.4	109208	stim_ON	8	1	0.6	3
222.396	n/a	111198	fixpoint_ON	4	n/a	n/a	n/a
222.91	2.4	111455	stim_ON	8	1	0.3	2
226.856	n/a	113428	fixpoint_ON	4	n/a	n/a	n/a
227.37	2.4	113685	stim_ON	8	1	0	1
231.346	n/a	115673	fixpoint_ON	4	n/a	n/a	n/a
231.86	2.4	115930	stim_ON	8	1	1	1
235.782	n/a	117891	fixpoint_ON	4	n/a	n/a	n/a
236.296	2.4	118148	stim_ON	8	1	0.6	2
240.248	n/a	120124	fixpoint_ON	4	n/a	n/a	n/a
240.764	2.4	120382	stim_ON	8	1	0.3	3
244.698	n/a	122349	fixpoint_ON	4	n/a	n/a	n/a
245.214	2.4	122607	stim_ON	8	1	0	1
249.158	n/a	124579	fixpoint_ON	4	n/a	n/a	n/a
249.672	2.4	124836	stim_ON	8	0	0	2
253.608	n/a	126804	fixpoint_ON	4	n/a	n/a	n/a
254.122	2.4	127061	stim_ON	8	1	0	3
258.056	n/a	129028	fixpoint_ON	4	n/a	n/a	n/a
258.57	2.4	129285	stim_ON	8	0	0.3	1
262.5	n/a	131250	fixpoint_ON	4	n/a	n/a	n/a
263.016	2.4	131508	stim_ON	8	1	0.3	2
266.956	n/a	133478	fixpoint_ON	4	n/a	n/a	n/a
267.47	2.4	133735	stim_ON	8	0	0.6	3
271.41	n/a	135705	fixpoint_ON	4	n/a	n/a	n/a
271.924	2.4	135962	stim_ON	8	1	0.6	1
275.86	n/a	137930	fixpoint_ON	4	n/a	n/a	n/a
276.376	2.4	138188	stim_ON	8	0	1	2
280.31	n/a	140155	fixpoint_ON	4	n/a	n/a	n/a
280.826	2.4	140413	stim_ON	8	1	1	3
284.778	n/a	142389	fixpoint_ON	4	n/a	n/a	n/a
285.294	2.4	142647	stim_ON	8	1	1	1
289.224	n/a	144612	fixpoint_ON	4	n/a	n/a	n/a
289.74	2.4	144870	stim_ON	8	1	0.6	2
293.66	n/a	146830	fixpoint_ON	4	n/a	n/a	n/a
294.176	2.4	147088	stim_ON	8	1	0.3	3
298.112	n/a	149056	fixpoint_ON	4	n/a	n/a	n/a
298.626	2.4	149313	stim_ON	8	1	0	1
302.564	n/a	151282	fixpoint_ON	4	n/a	n/a	n/a
303.078	2.4	151539	stim_ON	8	1	1	1
307.012	n/a	153506	fixpoint_ON	4	n/a	n/a	n/a
307.526	2.4	153763	stim_ON	8	1	0.6	3
311.464	n/a	155732	fixpoint_ON	4	n/a	n/a	n/a
311.978	2.4	155989	stim_ON	8	1	0.3	2
315.91	n/a	157955	fixpoint_ON	4	n/a	n/a	n/a
316.424	2.4	158212	stim_ON	8	1	0	1
320.36	n/a	160180	fixpoint_ON	4	n/a	n/a	n/a
320.876	2.4	160438	stim_ON	8	0	0	3
324.818	n/a	162409	fixpoint_ON	4	n/a	n/a	n/a
325.332	2.4	162666	stim_ON	8	0	0.3	1
329.26	n/a	164630	fixpoint_ON	4	n/a	n/a	n/a
329.774	2.4	164887	stim_ON	8	0	0.6	2
333.73	n/a	166865	fixpoint_ON	4	n/a	n/a	n/a
334.244	2.4	167122	stim_ON	8	0	1	3
338.184	n/a	169092	fixpoint_ON	4	n/a	n/a	n/a
338.698	2.4	169349	stim_ON	8	1	0	1
342.656	n/a	171328	fixpoint_ON	4	n/a	n/a	n/a
343.17	2.4	171585	stim_ON	8	1	0.3	2
347.098	n/a	173549	fixpoint_ON	4	n/a	n/a	n/a
347.612	2.4	173806	stim_ON	8	1	0.6	3
351.586	n/a	175793	fixpoint_ON	4	n/a	n/a	n/a
352.102	2.4	176051	stim_ON	8	1	1	1
356.034	n/a	178017	fixpoint_ON	4	n/a	n/a	n/a
356.55	2.4	178275	stim_ON	8	1	0	2
360.534	n/a	180267	fixpoint_ON	4	n/a	n/a	n/a
361.048	2.4	180524	stim_ON	8	1	0.3	1
364.978	n/a	182489	fixpoint_ON	4	n/a	n/a	n/a
365.492	2.4	182746	stim_ON	8	1	0.6	3
369.474	n/a	184737	fixpoint_ON	4	n/a	n/a	n/a
369.99	2.4	184995	stim_ON	8	1	1	2
373.924	n/a	186962	fixpoint_ON	4	n/a	n/a	n/a
374.44	2.4	187220	stim_ON	8	1	0	1
378.408	n/a	189204	fixpoint_ON	4	n/a	n/a	n/a
378.924	2.4	189462	stim_ON	8	1	0.3	2
382.856	n/a	191428	fixpoint_ON	4	n/a	n/a	n/a
383.37	2.4	191685	stim_ON	8	1	0.6	3
387.33	n/a	193665	fixpoint_ON	4	n/a	n/a	n/a
387.844	2.4	193922	stim_ON	8	1	1	1
391.782	n/a	195891	fixpoint_ON	4	n/a	n/a	n/a
392.296	2.4	196148	stim_ON	8	1	1	3
396.254	n/a	198127	fixpoint_ON	4	n/a	n/a	n/a
396.77	2.4	198385	stim_ON	8	0	1	1
400.706	n/a	200353	fixpoint_ON	4	n/a	n/a	n/a
401.22	2.4	200610	stim_ON	8	1	0.6	2
405.16	n/a	202580	fixpoint_ON	4	n/a	n/a	n/a
405.674	2.4	202837	stim_ON	8	0	0.6	3
409.606	n/a	204803	fixpoint_ON	4	n/a	n/a	n/a
410.12	2.4	205060	stim_ON	8	1	0.3	1
414.052	n/a	207026	fixpoint_ON	4	n/a	n/a	n/a
